,name,host_name,host_location,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,latitude,property_type,accommodates,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_60,availability_365,number_of_reviews_ltm,last_review,review_scores_cleanliness,review_scores_location,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
2868,Studio à la Part-Dieu pour la fête des Lumières,Catherine,"Chalon-sur-Saône, France",,f,1.0,t,45.75914,Entire rental unit,2,,,1125,365,1125,1125.0,0,0,0,2017-12-10,3.0,5.0,t,1,0
2869,Location chambre double dans appartement Lumineu,Gribouille,"Lyon, France",,f,3.0,f,45.74924,Private room in rental unit,2,,,1125,1,1125,1125.0,0,0,0,,,,f,1,0
2870,Appartement entier à SAXE tout juste rénové !,Véronique,"Rouen, France",,f,1.0,t,45.75302,Entire rental unit,4,,,1125,365,1125,1125.0,0,0,0,2018-05-27,4.5,4.75,f,1,0
2871,Chambre à 5 minutes  du centre ville,Gribouille,"Lyon, France",,f,3.0,f,45.74986,Private room in rental unit,1,,,1125,1,1125,1125.0,0,0,0,2017-12-16,4.0,5.0,f,1,0
2872,47m2 - 4 personnes - proche Bellecour/Jacobins,Geoffroy,"Lyon, France",,f,1.0,t,45.7603,Entire rental unit,4,1.0,,1125,3,1125,1125.0,0,0,0,2021-08-30,5.0,5.0,f,1,0
2873,Deux chambres pour famille,Pascale,"Lyon, France",within an hour,t,2.0,t,45.75256,Private room in rental unit,6,2.0,,1125,1,1125,1125.0,0,0,0,2022-10-08,4.98,4.88,f,0,0
2874,d,Gautier,"Paris, France",,f,1.0,t,45.76587,Private room in rental unit,1,,,1125,1,1125,1125.0,0,0,0,,,,t,0,0
2875,Chambre au centre de lyon,Margaux,"Lyon, France",,f,3.0,t,45.75252,Private room in rental unit,2,,,1125,5,1125,1125.0,0,0,0,2018-09-16,5.0,5.0,f,0,0
2876,Dify Cosy - Centre Ville,Tiphaine & Anne,"Lyon, France",,f,48.0,t,45.76239,Entire rental unit,4,1.0,72.0,1125,3,1125,200.6,25,316,38,2024-11-24,4.63,4.73,t,35,0
2877,Chambre Parc Tête d'Or / Villeurbanne,Stephane,"Paris, France",,f,1.0,t,45.77239,Private room in rental unit,1,,,5,1,5,5.0,0,0,0,,,,t,0,0
2878,Lovely appartment on the docks Le Rhône,Lisa,"Lyon, France",,f,1.0,t,45.75693,Private room in rental unit,4,2.0,,10,2,10,10.0,0,0,0,2018-01-19,4.0,4.33,f,0,0
2879,Charmant 2 pièces de 58 m² au coeur de Lyon,Sabine,France,,f,1.0,t,45.76413,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2020-02-09,4.83,5.0,f,1,0
2880,Chambre(s) en colocation métro Debourg,Antton,"Anglet, France",,f,1.0,t,45.73046,Private room in rental unit,4,2.0,,21,10,21,21.0,0,0,0,2017-12-29,4.5,5.0,f,0,0
2881,Appartement avec jardin privé au centre de Lyon,Ludivine,"Lyon, France",a few days or more,f,1.0,t,45.75704,Entire guest suite,3,1.0,143.0,7,2,7,7.0,58,268,0,2019-01-01,5.0,5.0,f,1,0
2882,Croix-Rousse dernier étage,Karine,"Lyon, France",within an hour,t,2.0,t,45.77685,Entire rental unit,2,1.0,57.0,12,2,12,12.0,28,58,22,2024-11-22,4.64,4.87,f,1,0
2883,Bel appartement tous proche de la part dieu,Alissia,"Lyon, France",,f,1.0,t,45.75523,Entire rental unit,2,,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2884,Appartement 70m2 au cœur de Lyon 1er,Chloé,"Marseille, France",,f,1.0,t,45.76651,Entire rental unit,6,2.0,,1125,365,1125,1125.0,0,0,0,2018-01-02,5.0,5.0,f,1,0
2885,Sous location de studio Saxe Gambetta,Nouhaila,"Lyon, France",,f,1.0,t,45.75281,Entire condo,2,,,1125,365,1125,1125.0,0,0,0,2017-12-26,5.0,5.0,f,1,0
2886,Bel appartement 50 mètres du métro jean jaurès,Augustin,"Montreuil, France",,f,1.0,t,45.73816,Entire rental unit,4,3.0,,1125,365,1125,1125.0,0,0,0,,,,t,1,0
2887,Jolie chambre dans appartement calme,Stéphanie,"Lyon, France",,f,2.0,f,45.77367,Private room in rental unit,1,,,32,2,32,32.0,0,0,0,2019-07-04,4.75,5.0,f,0,0
2888,Appartement de 65m2 à Lyon 6 proche presqu'ile,Antoine,"Lyon, France",,f,1.0,t,45.76396,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2889,Duplex atypique proche Bellecour et métro,Etienne,,,f,1.0,f,45.75242,Entire loft,4,1.0,,1125,365,1125,1125.0,0,0,0,2018-12-09,4.54,5.0,f,1,0
2890,Studio canut au coeur de la Croix-Rousse,Tatiana & Ben,"Lyon, France",within an hour,,2.0,t,45.77707,Entire rental unit,2,1.0,45.0,6,365,365,23.1,6,13,34,2024-10-28,4.92,4.9,t,1,0
2891,Appartement cosy avec balcon au Vieux Lyon,Ayman,"Paris, France",,f,1.0,t,45.76589,Shared room in rental unit,1,,,8,2,8,8.0,0,0,0,2018-01-04,5.0,5.0,f,0,1
2892,CORDELIERS PRESQU'ILE. PLEIN COEUR DE LYON,Joelle,"Rillieux-la-Pape, France",within an hour,t,1.0,t,45.76277,Entire rental unit,4,1.0,66.0,20,3,1125,1125.0,34,34,46,2024-12-12,4.89,4.96,f,1,0
2893,Appartement spacieux 45 m2 - Lyon 3,Patric,France,,f,1.0,t,45.74837,Entire rental unit,4,1.0,,85,6,85,85.0,0,0,0,2020-02-28,4.33,4.8,f,1,0
2894,Very cosy and quiet one bedroom flat in Part Dieu,Augustina,"Glières-Val-de-Borne, France",,f,6.0,t,45.76196,Entire rental unit,4,1.0,80.0,730,3,730,730.0,4,297,5,2024-07-06,4.91,4.65,f,1,0
2895,LYON : APPARTEMENT PROCHE FOURVIERE  CENTRE VILLE,Franck,"Lyon, France",,f,1.0,t,45.75476,Entire rental unit,6,3.0,,1125,30,1125,1125.0,0,0,0,2018-12-09,4.67,4.83,f,1,0
2896,Appartement cocoon et familial,Audrey,"Lyon, France",within a day,f,1.0,t,45.76986,Entire rental unit,4,3.0,120.0,10,2,10,10.0,58,88,1,2024-05-19,5.0,4.88,f,1,0
2897,Triplex au cœur de saint rambert,Alexandra,,,f,1.0,f,45.80049,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2898,magnifique 2 pièce en plein Lyon,Antoine,,,f,1.0,f,45.7535,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2018-01-13,5.0,5.0,f,1,0
2899,Lyon 3 - Grange blanche,Lola,"Lyon, France",,f,2.0,f,45.74833,Private room in rental unit,2,,,1125,3,1125,1125.0,0,0,0,2019-06-21,4.85,4.85,t,1,0
2900,Lyon 9 : Charmant appartement 70m²,Nathalie,"Lyon, France",,f,1.0,f,45.77482,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2019-08-22,4.67,4.25,f,1,0
2901,Chambre privée - Lyon centre,Fanny,"Lyon, France",,f,1.0,t,45.75738,Private room in rental unit,2,,,10,1,10,10.0,0,0,0,2018-01-13,5.0,5.0,f,0,0
2902,Jolie Studio à Monplaisir,Manon,"Lyon, France",,f,2.0,t,45.74186,Entire condo,3,,,1124,365,1124,1124.0,0,0,0,2018-12-09,4.83,4.75,t,1,0
2903,Appart 50m2 Saint Paul - Vieux Lyon hyper centre,Jérémie,"Lyon, France",,f,1.0,f,45.76358,Entire rental unit,4,1.0,70.0,1125,2,1125,1125.0,0,0,0,2022-08-24,4.05,4.93,f,1,0
2904,"Bel appartement Lyon 6, T2",Sarah,"Boulogne-Billancourt, France",,f,1.0,t,45.76464,Entire rental unit,2,1.0,,1125,365,1125,1125.0,59,89,0,2018-01-31,5.0,5.0,f,1,0
2905,Chambre privée Lyon 6ème,Chaimae,"Lyon, France",,f,1.0,f,45.76595,Private room in condo,2,,,30,1,30,30.0,0,0,0,,,,f,0,0
2906,Charmant T2 dernier étage calme proche Ile Barbe,Clara,"Lyon, France",,f,1.0,t,45.79936,Entire rental unit,2,1.0,,1125,20,1125,1125.0,0,0,0,2022-09-03,5.0,5.0,f,1,0
2907,Appartement chaleureux de 60m2 en plein centre,Fatima,"Montreal, Canada",,f,1.0,f,45.75766,Entire rental unit,3,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2908,Superbe appart. 90 m2 vue quais de Sâone - centre,Saskia Et Romain,"Lyon, France",within an hour,t,4.0,t,45.76607,Entire loft,8,2.0,153.0,365,2,1125,1125.0,3,36,27,2024-11-24,4.76,4.95,t,2,0
2909,DUPLEX CENTRE DE LYON,Gabriel,,,f,1.0,f,45.75152,Entire rental unit,3,2.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2910,Joli studio meublé avec terrasse,Amine,"Lyon, France",,f,1.0,f,45.73455,Entire condo,3,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2911,"Designers apartment in Lyon, unique and romantic.",Jérôme,"Lyon, France",within an hour,t,1.0,t,45.76337,Entire rental unit,2,1.0,90.0,3,2,3,3.0,21,151,128,2024-12-12,4.96,4.99,f,1,0
2912,Canut de 70m2 au coeur de la Croix-Rousse,Sandrine,"Lyon, France",within a day,f,1.0,t,45.775,Entire rental unit,3,1.0,90.0,1125,2,1125,1125.0,5,64,3,2024-11-03,4.53,4.8,f,1,0
2913,Chambre Grange Blanche,Marie,"Lyon, France",,f,1.0,t,45.7483,Private room in rental unit,2,,,1125,5,1125,1125.0,0,0,0,2018-02-04,5.0,5.0,t,0,0
2914,Le Melting Spot,Louis,"Lyon, France",,f,1.0,t,45.75572,Entire condo,4,2.0,,1125,365,1125,1125.0,0,0,0,2020-08-17,4.5,5.0,f,1,0
2915,La chambre,So,"Lyon, France",within an hour,f,1.0,t,45.75055,Private room in rental unit,2,1.0,56.0,28,3,28,28.0,53,83,4,2024-10-23,4.95,4.83,f,0,0
2916,Beautiful flat with one room in the old town,Alexandra,"Lyon, France",within an hour,t,1.0,t,45.75935,Entire rental unit,4,1.0,95.0,30,3,30,30.0,39,94,8,2024-09-30,4.81,4.95,t,1,0
2917,Chez Clément!,Clement,"Paris, France",within an hour,t,1.0,t,45.78523,Entire rental unit,2,1.0,62.0,90,3,1125,1125.0,23,143,34,2024-12-02,4.92,4.61,f,1,0
2918,Le Clos de la Part-Dieu-Guichard - T2 et Garage,Alain,"Lyon, France",within an hour,f,1.0,t,45.75914,Entire rental unit,2,1.0,200.0,1125,60,1125,1125.0,59,364,0,2019-05-03,4.8,4.8,f,1,0
2919,Central Cute Flat near Train Station (City Center),Sophie,"Lyon, France",,f,1.0,t,45.75244,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2920,Appartement LYON 6e et VILLEURBANNE BROTTEAUX,Nathalie,,within an hour,t,1.0,t,45.76732,Entire rental unit,2,1.0,75.0,120,10,120,120.0,27,237,2,2024-06-28,4.84,4.82,f,1,0
2921,LE RHONE CHAPONNAY berges du Rhône,Hubert,,within a few hours,f,1.0,t,45.757702,Entire rental unit,2,1.0,93.0,92,7,92,92.0,25,235,14,2024-10-30,4.88,4.85,f,1,0
2922,Chambre sur la presqu'île de Lyon,Adeline,"Vienne, France",,f,2.0,t,45.75311,Private room in rental unit,2,,,7,2,7,7.0,0,0,0,2019-03-24,4.78,5.0,f,0,0
2923,Cocon des pentes,Valerie,,,f,1.0,f,45.78006,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2018-07-29,4.25,4.5,f,1,0
2924,Appartement avec balcon - très central,Joan,"Lyon, France",within a few hours,t,1.0,t,45.75677,Entire rental unit,2,1.0,,1125,5,1125,1125.0,6,6,17,2024-12-09,4.9,4.87,f,1,0
2925,"Appartement romantique, confortable et bien équipé",Bruno,"Lyon, France",,f,1.0,t,45.76453,Entire rental unit,2,1.0,93.0,20,2,1125,1125.0,4,4,0,2022-08-09,4.86,4.73,f,1,0
2926,Le Mini Duplex✨,Jérémie,"Lyon, France",within an hour,f,8.0,t,45.73802,Entire rental unit,3,0.0,52.0,1125,5,1125,1125.0,51,81,23,2024-11-18,4.4,4.59,f,8,0
2927,GuestReady - Bright and Modern Croix-Paquet Loft,Ashweetha,,within an hour,f,1.0,t,45.77045,Entire rental unit,4,1.0,,1125,1,1125,1125.0,0,0,25,2024-12-08,4.53,4.81,t,1,0
2928,Midoon Lyon - La verrière des terreaux,Hélène,"Lyon, France",,f,2.0,t,45.76646,Entire rental unit,4,1.0,82.0,1125,3,1125,1125.0,23,140,36,2024-12-01,4.61,4.97,f,1,0
2929,LoFT DeSIGN duplex Lyon centre Bellecour,Nathalie,,within an hour,t,3.0,t,45.7555,Entire loft,4,1.0,90.0,1125,12,1125,1125.0,47,223,6,2024-10-13,4.6,4.85,f,3,0
2930,LoFT FACToRY duplex Lyon centre Bellecour,Nathalie,,within an hour,t,3.0,t,45.75722,Entire rental unit,4,1.0,90.0,365,12,365,365.0,9,141,3,2024-10-02,4.88,5.0,f,3,0
2931,Chambre privée dans T2 situé à proximité de Lyon,Diego,"Lyon, France",,f,1.0,t,45.74082,Private room in rental unit,1,,,2,1,2,2.0,0,0,0,,,,t,0,0
2932,Dify Le Belize - Bellecour,Agrippine,,,f,43.0,t,45.75672,Entire rental unit,4,2.0,88.0,1125,3,1125,86.0,42,344,34,2024-12-05,4.58,4.85,t,35,0
2933,The TinyHouse✨,Jérémie,"Lyon, France",within an hour,f,8.0,t,45.7396,Entire rental unit,2,0.0,51.0,1125,5,1125,1125.0,55,85,17,2024-11-20,4.45,4.64,f,8,0
2934,Appartement tout confort Lyon 3 proche Part-Dieu,Yves,"Lyon, France",,f,2.0,t,45.76257,Entire rental unit,4,,,1124,365,1124,1124.0,0,0,0,2018-04-01,5.0,5.0,f,1,0
2935,Chambre lit 2 places,Armand &,"Lyon, France",within a day,f,1.0,t,45.7811,Private room in rental unit,2,,,4,1,4,4.0,0,0,0,2023-10-05,5.0,4.7,f,0,0
2936,Petit loft à la Croix rousse,Marie Et Thom,"Lyon, France",within an hour,t,1.0,t,45.77559,Entire loft,2,1.0,65.0,1125,3,1125,1125.0,19,102,19,2024-12-07,4.64,4.91,f,1,0
2937,Modern and spacious apt - Opera,Bastien,"Lyon, France",,f,84.0,t,45.7667,Entire rental unit,2,1.0,80.0,1125,2,1125,1102.8,37,327,38,2024-11-27,4.51,4.95,f,65,0
2938,"The studio at Saint-Jean cathedral, old town AIL",Gina,,within an hour,f,1.0,t,45.7613186,Entire rental unit,2,0.0,62.0,1125,4,1125,622.6,55,175,15,2024-11-17,4.79,4.95,f,1,0
2939,T2 Lyon 6ème Parc de la tête d' Or,Samira,"Lyon, France",within a day,f,1.0,t,45.77601,Entire rental unit,4,1.0,79.0,1125,30,1125,1125.0,0,257,2,2024-08-30,4.82,4.92,f,1,0
2940,T2 situé sur la presqu'ile lyonnaise,Jean-Francis,"Lyon, France",within a day,t,1.0,t,45.74857,Entire rental unit,4,1.0,76.0,1125,2,1125,1125.0,26,279,67,2024-12-08,4.78,4.8,f,1,0
2941,Appartement Lyon Foch,Eloise,"Lyon, France",,f,1.0,t,45.77038,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2018-02-06,5.0,5.0,f,1,0
2942,2 BR apartment in the Old City : Saint-Georges,Corinne,,within a day,f,1.0,t,45.75805,Entire rental unit,4,2.0,80.0,1124,28,1124,1124.0,60,365,0,2020-07-21,4.4,4.8,f,1,0
2943,Appartement Lyon 7 parc blandan,Amélie,"Bordeaux, France",,f,1.0,f,45.73118,Entire rental unit,2,,,1125,365,1125,1125.0,0,0,0,2018-02-09,5.0,4.0,f,1,0
2944,Chambre individuelle de caractère,Eve,"Lyon, France",,f,1.0,f,45.76454,Private room in rental unit,2,,,2,1,2,2.0,0,0,0,2018-02-18,5.0,5.0,t,0,0
2945,Spacieuse chambre,Issa,"Lyon, France",,f,1.0,f,45.76275,Private room in rental unit,2,,,7,1,7,7.0,0,0,0,,,,t,0,0
2946,Chambre individuelle 69007,Amandine,"Saint-Galmier, France",,f,1.0,t,45.72966,Private room in rental unit,1,,,4,2,4,4.0,0,0,0,2018-02-11,5.0,5.0,f,0,0
2947,Appartement dans résidence au calme,Gwenaelle,"Montreal, Canada",,f,1.0,t,45.7393,Private room in condo,2,,,1125,2,1125,1125.0,0,0,0,,,,t,0,0
2948,Mon Appart à VILLON-MONPLAISIR,Marie,"Lyon, France",within an hour,t,5.0,t,45.73937,Entire rental unit,6,3.0,99.0,30,4,1125,1125.0,43,330,21,2024-11-17,4.89,4.6,f,5,0
2949,Le Vieux Lyon charmant et authentique,Florian,"Lyon, France",,f,1.0,t,45.75839,Entire rental unit,4,,,60,2,1125,1125.0,0,0,0,2023-10-06,4.64,4.96,f,1,0
2950,LA PART DIEU CHAMBRE MEUBLEE,Thierry,,within an hour,f,2.0,t,45.75276,Private room in condo,2,1.0,60.0,1125,1,1125,1125.0,59,364,2,2024-11-22,4.0,4.41,f,0,0
2951,Le NID - GRANGE BLANCHE,Stephanie,"Frontonas, France",within an hour,f,10.0,t,45.74416,Entire rental unit,2,0.0,53.0,5,1,1125,1125.0,31,59,24,2024-12-06,4.63,4.81,t,6,0
2952,L'EssentieL  - Hôpitaux - SEPR,Stephanie,"Frontonas, France",within an hour,f,10.0,t,45.74403,Entire rental unit,2,0.0,49.0,5,1,1125,1125.0,22,52,24,2024-12-08,4.36,4.71,t,6,0
2953,Grand appartement haussmannien au centre de Lyon,Xavier,"Lyon, France",within an hour,t,2.0,t,45.76225,Entire rental unit,2,1.0,206.0,16,2,16,16.0,9,259,30,2024-12-08,4.97,5.0,f,2,0
2954,Appart splendide vue et loggias,Elodie,"Lyon, France",within an hour,f,1.0,f,45.76242,Entire rental unit,4,2.0,,5,3,5,5.0,0,0,2,2024-08-19,4.5,4.5,f,1,0
2955,T3 chaleureux et pratique au pied du métro,Nicolas,"Lyon, France",,f,1.0,t,45.73753,Entire rental unit,4,2.0,,1125,1,1125,1125.0,0,0,0,2023-12-10,4.57,4.76,f,1,0
2956,Town house in the center of Lyon.,Philippe,"Lyon, France",within an hour,t,1.0,t,45.75683,Entire townhouse,5,1.0,99.0,50,2,1125,1125.0,18,260,43,2024-12-08,4.95,4.9,t,1,0
2957,Appartement Bellecour ( Centre de Lyon),Julie,"Lyon, France",,f,1.0,t,45.75872,Entire rental unit,3,1.0,,1125,365,1125,1125.0,0,0,0,2018-12-09,4.0,4.94,f,1,0
2958,Bel appartement au cœur de la Presqu'île,Julie,"Lyon, France",,f,1.0,t,45.75456,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2018-12-09,4.86,5.0,t,1,0
2959,Studio Cosy (Lyon Gerland) - Enjoy in Lyon,Cécile,"Lyon, France",within an hour,f,2.0,t,45.73103,Entire rental unit,4,1.0,55.0,1125,4,1125,1125.0,15,15,11,2024-11-08,4.54,4.41,f,1,0
2960,Grand Canut avec vue magique !,Valérie,"Lyon, France",,f,1.0,t,45.76873,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2018-05-07,5.0,5.0,f,1,0
2961,Atelier-Gerland,Cyril,"Lyon, France",within an hour,t,11.0,t,45.7296203295223,Entire rental unit,2,0.0,55.0,365,7,1125,1125.0,46,299,20,2024-12-08,4.59,4.53,f,5,0
2962,3 chambres dans un appartement au coeur de Lyon,Marion,"Lyon, France",,f,4.0,f,45.75199,Private room in rental unit,6,3.0,,1125,2,1125,1125.0,0,0,0,2018-05-19,5.0,5.0,f,1,0
2963,"chambre privée au calme proche ENS, Tony Garnier",Maude,"Lyon, France",within an hour,f,1.0,t,45.73368,Private room in rental unit,2,1.0,34.0,30,3,1125,1125.0,2,32,19,2024-11-21,4.96,4.77,t,0,0
2964,Studio 3/4 personnes - Part Dieu,Marie,"Lyon, France",,f,1.0,f,45.76305,Entire rental unit,4,,,1125,365,1125,1125.0,0,0,0,2018-04-26,5.0,5.0,f,1,0
2965,⭐️ Calme & repos à 5 min. Gare SNCF Part-Dieu ⭐️,Loic,"Lyon, France",within an hour,t,2.0,t,45.75685,Entire rental unit,2,1.0,61.0,30,2,1125,1125.0,42,72,57,2024-12-07,4.91,4.84,t,2,0
2966,Sainte Hélène - Location studio - Lyon 2,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7541594,Entire rental unit,2,2.0,80.0,1125,2,1125,149.5,39,337,7,2024-06-01,4.79,4.93,t,51,0
2967,Stella - 2 chambres-balcon-place république,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7607889,Entire rental unit,4,2.0,160.0,1125,4,1125,152.8,48,336,9,2024-12-12,4.8,4.98,f,51,0
2968,Woézon Na Mi (Jean XXIII - Grange Blanche),Kokou Guillaume,"Lyon, France",within an hour,f,1.0,t,45.73872,Entire condo,2,1.0,65.0,31,1,1125,1125.0,26,142,10,2024-10-11,4.78,4.87,f,1,0
2969,Jolie t2 vu sur fourvière,Loene,"Lyon, France",,f,1.0,t,45.76966,Entire rental unit,2,1.0,,1125,1,1125,1125.0,0,0,1,2024-02-17,2.0,4.0,f,1,0
2970,Fantasques pentes Croix Rousse,Jacqueline,"Lyon, France",within an hour,t,2.0,t,45.77272,Private room in rental unit,2,0.0,44.0,300,7,300,300.0,0,56,4,2024-08-26,4.59,4.82,f,1,0
2971,Gambetta et Berges du Rhône,Gérard,,within an hour,f,1.0,t,45.7559852600098,Entire rental unit,3,1.0,98.0,90,10,90,90.0,59,269,6,2024-09-26,4.65,4.59,f,1,0
2972,Agréable Loft des Pentes avec magnifique jardin !,Julian,"Lyon, France",,f,1.0,t,45.77216,Entire loft,4,2.0,130.0,1125,365,1125,1125.0,60,365,0,2019-08-25,4.0,4.85,f,1,0
2973,120m2 loft cosy  4 ch. jolie terrasse petit garage,Nicolas,"Lyon, France",within an hour,t,1.0,t,45.75069,Entire loft,13,4.0,388.0,1125,2,1125,1125.0,43,339,26,2024-12-08,4.86,4.8,f,1,0
2974,Chambre en centre ville,Marine,"Lyon, France",,f,1.0,t,45.76068,Entire loft,1,,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
2975,chambre brotteaux gare SNCF balcons ascenseur,Sebastien,"Lyon, France",within an hour,t,3.0,t,45.76312,Private room in condo,2,,,5,1,5,5.0,0,0,4,2024-11-08,4.94,4.94,t,1,0
2976,Appartement neuf 30m² + Parking + Jardin 70m²,Enzo Luigi,"Lyon, France",within a few hours,f,1.0,t,45.7281,Entire rental unit,2,1.0,60.0,35,3,35,35.0,7,295,4,2024-07-05,4.19,4.48,f,1,0
2977,NOCNOC Le Babel - Super property in hyper centre,Marine,"Lyon, France",within an hour,f,21.0,t,45.7524,Entire rental unit,14,3.0,185.0,1125,4,1125,478.2,48,331,20,2024-11-11,4.31,4.89,f,20,0
2978,Agréable appartement avec terrasse à Lyon,Rodolphe,"Lyon, France",within an hour,t,1.0,t,45.74841,Entire rental unit,4,2.0,150.0,15,2,15,15.0,55,356,24,2024-12-01,4.78,4.8,f,1,0
2979,Joli studio proche toutes commodités,Manuel,"Lyon, France",within an hour,f,1.0,t,45.73775,Entire rental unit,2,1.0,,1125,1,1125,1125.0,0,0,5,2024-11-29,4.86,4.73,t,1,0
2980,Appartement Lyon 3ème calme et chaleureux,Mehdi,"Lyon, France",,f,1.0,t,45.75529,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2019-04-30,4.4,4.8,f,1,0
2981,Au 130 ! Vous & moi,Benjamin,"Lyon, France",within a few hours,t,2.0,t,45.73624,Private room in rental unit,10,0.0,30.0,1125,1,1125,1125.0,44,347,51,2024-12-08,4.61,4.72,f,1,0
2982,Appartement design à Lyon,Fernand,,,f,1.0,f,45.75878,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2018-03-11,5.0,5.0,f,1,0
2983,Appartement au cœur du 6ème arrondissement,Marion,"Lyon, France",,f,1.0,t,45.77056,Entire condo,2,,,1125,365,1125,1125.0,0,0,0,2018-12-09,5.0,5.0,f,1,0
2984,Belle chambre idéalement située,Nathalie,,within a few hours,f,2.0,t,45.76875,Private room in rental unit,1,1.0,49.0,1125,1,1125,1125.0,58,363,0,2023-04-09,4.8,5.0,f,0,0
2985,Appartement cosy Lyon Part Dieu / Brotteaux,Benoît,"Sainte-Pazanne, France",,f,1.0,t,45.76682,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,,,,t,1,0
2986,Appartement bohème Lyon,Mathilde,"Lyon, France",,f,1.0,f,45.75466,Entire rental unit,3,1.0,,1125,365,1125,1125.0,0,0,0,2018-04-02,3.75,4.5,f,1,0
2987,Appartement lumineux à 2 pas de la gare,Claire,"Lyon, France",,f,2.0,t,45.76318,Entire rental unit,6,3.0,,1125,365,1125,1125.0,59,179,0,2019-07-24,4.67,5.0,f,1,0
2988,Liberté- 2 bedrooms furnished rental,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7578463,Entire rental unit,4,2.0,65.0,1125,30,1125,425.6,4,278,1,2024-07-14,5.0,4.86,f,51,0
2989,Appartement de charme 45 m2 Saxe-Gambetta,Guillaume,"Lyon, France",,f,1.0,t,45.75222,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2019-02-16,4.57,4.79,f,1,0
2990,Charmant studio confortable à Lyon Monplaisir,Christelle,"Lyon, France",within a few hours,t,3.0,t,45.74267,Entire rental unit,1,0.0,45.0,1124,7,1124,1124.0,18,18,14,2024-11-28,4.9,4.88,f,2,0
2991,Vieux-Lyon Unesco Chambre salle d'eau indépendante,Anne,,within an hour,t,1.0,t,45.764,Entire rental unit,2,1.0,60.0,1120,3,1125,1125.0,35,308,47,2024-11-29,4.7,4.97,f,1,0
2992,Chambre dans un appartement au dessus de l opéra,Maya,"Lyon, France",,f,1.0,f,45.76748,Private room in rental unit,2,,,3,1,3,3.0,0,0,0,,,,f,0,0
2993,Duplex full of charm heights of Vieux Lyon,Joséphine,"Paris, France",,f,1.0,t,45.76321,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2019-01-02,4.83,4.75,f,1,0
2994,Le Séze  uniquement bail mobilité 30 jours,Bernard,"Grenoble, France",,t,1.0,t,45.76871,Entire rental unit,2,2.0,55.0,300,30,300,300.0,0,166,1,2024-03-31,4.98,4.94,f,1,0
2995,Studio renové Gare de Perrache,Florence,"Fleurieux-sur-l'Arbresle, France",,f,1.0,f,45.74683,Entire rental unit,2,,,1125,365,1125,1125.0,0,0,0,2018-06-30,4.75,4.25,f,1,0
2996,Le joli petit appartement du 6eme,Alice,"Lyon, France",,f,1.0,t,45.76475,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2019-01-28,3.93,4.53,t,1,0
2997,Appartemment cocooning Lyon 8e proche commodités,Feriel,"Lyon, France",within an hour,f,2.0,t,45.72784,Private room in rental unit,1,2.0,39.0,30,1,30,30.0,60,90,2,2024-11-22,4.78,4.39,f,1,0
2998,Appart arty et lumineux coeur de la Croix-Rousse,Ludo,"Lyon, France",within an hour,t,1.0,t,45.77839,Entire loft,5,3.0,200.0,7,2,7,7.0,30,60,17,2024-11-24,4.6,4.92,f,1,0
2999,Studio Vieux Lyon avec petit déjeuner,Sabrina,"Lyon, France",within an hour,f,2.0,t,45.76294,Entire condo,4,1.0,66.0,1125,2,1125,1125.0,34,320,72,2024-12-11,4.67,4.85,f,2,0
3000,Coeur de Lyon - Bel Appartement 54m² + Parking,Jocelyne,,within a few hours,t,1.0,f,45.7633,Entire rental unit,3,1.0,104.0,60,3,60,60.0,32,269,13,2024-12-08,4.89,4.95,f,1,0
